Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	1000
Conversion Gain:	4096
Coarse Gain:	2
Fine Gain:	104
Upper Discriminator:	4191
Lower Discriminator:	119
Calibration Coefficients:	77.83603669724761	1.692220183486239
Calibration Channels:	345	236
Calibration Energies:	661.652	477.2
Elapsed Real Time:	304.57
Elapsed Live Time:	300.0
Start Time:	enero 01, 2002, 12:33:41
End Time:	enero 01, 2002, 12:38:46
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid

1	315	371	33155	-134	4	342

Channel Data:
Channel	Energy	Counts
0	0.0	0
1	1.0	0
2	2.0	0
3	3.0	0
4	4.0	0
5	5.0	0
6	6.0	0
7	7.0	0
8	8.0	0
9	9.0	0
10	10.0	0
11	11.0	0
12	12.0	0
13	13.0	0
14	14.0	0
15	15.0	0
16	16.0	0
17	17.0	0
18	18.0	0
19	19.0	0
20	20.0	0
21	21.0	0
22	22.0	0
23	23.0	0
24	24.0	0
25	25.0	0
26	26.0	0
27	27.0	0
28	28.0	0
29	29.0	0
30	30.0	0
31	31.0	0
32	32.0	0
33	33.0	0
34	34.0	0
35	35.0	0
36	36.0	0
37	37.0	0
38	38.0	0
39	39.0	0
40	40.0	0
41	41.0	0
42	42.0	0
43	43.0	0
44	44.0	0
45	45.0	0
46	46.0	0
47	47.0	0
48	48.0	0
49	49.0	1
50	50.0	0
51	51.0	0
52	52.0	0
53	53.0	0
54	54.0	0
55	55.0	1
56	56.0	0
57	57.0	0
58	58.0	0
59	59.0	0
60	60.0	0
61	61.0	0
62	62.0	0
63	63.0	0
64	64.0	0
65	65.0	0
66	66.0	1
67	67.0	0
68	68.0	0
69	69.0	0
70	70.0	0
71	71.0	0
72	72.0	1
73	73.0	3
74	74.0	0
75	75.0	1
76	76.0	0
77	77.0	0
78	78.0	1
79	79.0	0
80	80.0	3
81	81.0	0
82	82.0	0
83	83.0	0
84	84.0	0
85	85.0	0
86	86.0	2
87	87.0	1
88	88.0	0
89	89.0	3
90	90.0	2
91	91.0	3
92	92.0	0
93	93.0	2
94	94.0	2
95	95.0	1
96	96.0	3
97	97.0	1
98	98.0	2
99	99.0	0
100	100.0	1
101	101.0	1
102	102.0	2
103	103.0	1
104	104.0	4
105	105.0	2
106	106.0	2
107	107.0	2
108	108.0	0
109	109.0	1
110	110.0	0
111	111.0	2
112	112.0	0
113	113.0	0
114	114.0	1
115	115.0	0
116	116.0	1
117	117.0	1
118	118.0	2
119	119.0	0
120	120.0	1
121	121.0	0
122	122.0	0
123	123.0	0
124	124.0	0
125	125.0	0
126	126.0	0
127	127.0	0
128	128.0	2
129	129.0	1
130	130.0	0
131	131.0	1
132	132.0	0
133	133.0	2
134	134.0	0
135	135.0	1
136	136.0	2
137	137.0	51
138	138.0	324
139	139.0	571
140	140.0	601
141	141.0	661
142	142.0	646
143	143.0	649
144	144.0	666
145	145.0	653
146	146.0	664
147	147.0	692
148	148.0	713
149	149.0	761
150	150.0	724
151	151.0	709
152	152.0	761
153	153.0	779
154	154.0	784
155	155.0	717
156	156.0	769
157	157.0	755
158	158.0	719
159	159.0	819
160	160.0	784
161	161.0	787
162	162.0	841
163	163.0	865
164	164.0	854
165	165.0	860
166	166.0	836
167	167.0	888
168	168.0	891
169	169.0	840
170	170.0	847
171	171.0	907
172	172.0	863
173	173.0	861
174	174.0	880
175	175.0	874
176	176.0	814
177	177.0	863
178	178.0	853
179	179.0	849
180	180.0	837
181	181.0	839
182	182.0	814
183	183.0	900
184	184.0	803
185	185.0	818
186	186.0	886
187	187.0	814
188	188.0	839
189	189.0	815
190	190.0	858
191	191.0	803
192	192.0	855
193	193.0	858
194	194.0	804
195	195.0	861
196	196.0	902
197	197.0	878
198	198.0	862
199	199.0	851
200	200.0	821
201	201.0	793
202	202.0	833
203	203.0	861
204	204.0	822
205	205.0	851
206	206.0	819
207	207.0	814
208	208.0	877
209	209.0	870
210	210.0	847
211	211.0	764
212	212.0	820
213	213.0	892
214	214.0	843
215	215.0	888
216	216.0	842
217	217.0	792
218	218.0	869
219	219.0	824
220	220.0	808
221	221.0	784
222	222.0	803
223	223.0	787
224	224.0	812
225	225.0	831
226	226.0	818
227	227.0	758
228	228.0	755
229	229.0	827
230	230.0	844
231	231.0	800
232	232.0	802
233	233.0	837
234	234.0	775
235	235.0	800
236	236.0	782
237	237.0	819
238	238.0	787
239	239.0	795
240	240.0	786
241	241.0	780
242	242.0	763
243	243.0	810
244	244.0	802
245	245.0	865
246	246.0	853
247	247.0	781
248	248.0	818
249	249.0	798
250	250.0	794
251	251.0	770
252	252.0	753
253	253.0	759
254	254.0	785
255	255.0	742
256	256.0	768
257	257.0	772
258	258.0	795
259	259.0	776
260	260.0	750
261	261.0	698
262	262.0	722
263	263.0	733
264	264.0	757
265	265.0	766
266	266.0	749
267	267.0	721
268	268.0	775
269	269.0	737
270	270.0	808
271	271.0	671
272	272.0	725
273	273.0	724
274	274.0	766
275	275.0	754
276	276.0	758
277	277.0	710
278	278.0	706
279	279.0	765
280	280.0	758
281	281.0	747
282	282.0	789
283	283.0	723
284	284.0	752
285	285.0	745
286	286.0	716
287	287.0	693
288	288.0	707
289	289.0	719
290	290.0	750
291	291.0	736
292	292.0	715
293	293.0	689
294	294.0	712
295	295.0	709
296	296.0	673
297	297.0	705
298	298.0	715
299	299.0	657
300	300.0	726
301	301.0	665
302	302.0	735
303	303.0	669
304	304.0	646
305	305.0	675
306	306.0	684
307	307.0	669
308	308.0	690
309	309.0	655
310	310.0	662
311	311.0	640
312	312.0	611
313	313.0	640
314	314.0	639
315	315.0	630
316	316.0	647
317	317.0	627
318	318.0	612
319	319.0	635
320	320.0	630
321	321.0	608
322	322.0	646
323	323.0	649
324	324.0	656
325	325.0	583
326	326.0	646
327	327.0	607
328	328.0	584
329	329.0	635
330	330.0	609
331	331.0	652
332	332.0	618
333	333.0	599
334	334.0	597
335	335.0	610
336	336.0	567
337	337.0	579
338	338.0	561
339	339.0	583
340	340.0	608
341	341.0	573
342	342.0	595
343	343.0	617
344	344.0	560
345	345.0	557
346	346.0	598
347	347.0	578
348	348.0	591
349	349.0	586
350	350.0	619
351	351.0	544
352	352.0	551
353	353.0	578
354	354.0	600
355	355.0	516
356	356.0	542
357	357.0	533
358	358.0	544
359	359.0	535
360	360.0	593
361	361.0	492
362	362.0	497
363	363.0	529
364	364.0	512
365	365.0	561
366	366.0	514
367	367.0	517
368	368.0	532
369	369.0	574
370	370.0	511
371	371.0	528
372	372.0	556
373	373.0	508
374	374.0	534
